epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
20,0.986626148223877,"""[tensor(0.9869, device='cuda:0'), tensor(0.9863, device='cuda:0')]""",0.04144475981593132,0.986626148223877,0.986626148223877,0.9783438444137573,"""[tensor(0.9789, device='cuda:0'), tensor(0.9778, device='cuda:0')]""",0.07564299553632736,0.9783438444137573,0.9783438444137573
21,0.9871792197227478,"""[tensor(0.9875, device='cuda:0'), tensor(0.9869, device='cuda:0')]""",0.03928108513355255,0.9871792197227478,0.9871792197227478,0.9767342209815979,"""[tensor(0.9774, device='cuda:0'), tensor(0.9760, device='cuda:0')]""",0.07781028747558594,0.9767342209815979,0.9767342209815979
22,0.9870706796646118,"""[tensor(0.9874, device='cuda:0'), tensor(0.9868, device='cuda:0')]""",0.0396561399102211,0.9870706796646118,0.9870706796646118,0.977317750453949,"""[tensor(0.9780, device='cuda:0'), tensor(0.9766, device='cuda:0')]""",0.07416190207004547,0.977317750453949,0.977317750453949
23,0.9861542582511902,"""[tensor(0.9865, device='cuda:0'), tensor(0.9858, device='cuda:0')]""",0.043331172317266464,0.9861542582511902,0.9861542582511902,0.9777025580406189,"""[tensor(0.9781, device='cuda:0'), tensor(0.9773, device='cuda:0')]""",0.072715625166893,0.9777025580406189,0.9777025580406189
24,0.986405074596405,"""[tensor(0.9867, device='cuda:0'), tensor(0.9861, device='cuda:0')]""",0.04301081970334053,0.986405074596405,0.986405074596405,0.9784015417098999,"""[tensor(0.9791, device='cuda:0'), tensor(0.9777, device='cuda:0')]""",0.08765003085136414,0.9784015417098999,0.9784015417098999
25,0.9847040772438049,"""[tensor(0.9851, device='cuda:0'), tensor(0.9843, device='cuda:0')]""",0.04713590070605278,0.9847040772438049,0.9847040772438049,0.9772472381591797,"""[tensor(0.9777, device='cuda:0'), tensor(0.9768, device='cuda:0')]""",0.0735831931233406,0.9772472381591797,0.9772472381591797
26,0.9862362742424011,"""[tensor(0.9866, device='cuda:0'), tensor(0.9859, device='cuda:0')]""",0.04280215501785278,0.9862362742424011,0.9862362742424011,0.9789273738861084,"""[tensor(0.9794, device='cuda:0'), tensor(0.9784, device='cuda:0')]""",0.07459696382284164,0.9789273738861084,0.9789273738861084
27,0.9854621291160583,"""[tensor(0.9858, device='cuda:0'), tensor(0.9851, device='cuda:0')]""",0.04827387258410454,0.9854621291160583,0.9854621291160583,0.9768239855766296,"""[tensor(0.9773, device='cuda:0'), tensor(0.9764, device='cuda:0')]""",0.07825740426778793,0.9768239855766296,0.9768239855766296
28,0.9847949147224426,"""[tensor(0.9851, device='cuda:0'), tensor(0.9844, device='cuda:0')]""",0.04910233989357948,0.9847949147224426,0.9847949147224426,0.9768560528755188,"""[tensor(0.9774, device='cuda:0'), tensor(0.9762, device='cuda:0')]""",0.08508676290512085,0.9768560528755188,0.9768560528755188
29,0.9851148724555969,"""[tensor(0.9855, device='cuda:0'), tensor(0.9848, device='cuda:0')]""",0.046902261674404144,0.9851148724555969,0.9851148724555969,0.9761762619018555,"""[tensor(0.9769, device='cuda:0'), tensor(0.9754, device='cuda:0')]""",0.08311714977025986,0.9761762619018555,0.9761762619018555
