epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
13,0.9337175488471985,"""[tensor(0.9351, device='cuda:0'), tensor(0.9323, device='cuda:0')]""",0.16509529948234558,0.9421036243438721,0.9204192161560059,0.9329789280891418,"""[tensor(0.9343, device='cuda:0'), tensor(0.9316, device='cuda:0')]""",0.1675051897764206,0.9428697228431702,0.9179278612136841
14,0.9340181946754456,"""[tensor(0.9354, device='cuda:0'), tensor(0.9326, device='cuda:0')]""",0.16415879130363464,0.9443781971931458,0.918511688709259,0.9320554733276367,"""[tensor(0.9340, device='cuda:0'), tensor(0.9300, device='cuda:0')]""",0.17106135189533234,0.9407683610916138,0.9164913892745972
15,0.9347906708717346,"""[tensor(0.9361, device='cuda:0'), tensor(0.9334, device='cuda:0')]""",0.16280679404735565,0.9453585743904114,0.9179240465164185,0.9311192035675049,"""[tensor(0.9320, device='cuda:0'), tensor(0.9302, device='cuda:0')]""",0.1710253804922104,0.941817581653595,0.9154781699180603
16,0.9350929260253906,"""[tensor(0.9364, device='cuda:0'), tensor(0.9337, device='cuda:0')]""",0.16182802617549896,0.9457820653915405,0.9182302951812744,0.9347040057182312,"""[tensor(0.9358, device='cuda:0'), tensor(0.9336, device='cuda:0')]""",0.1646541953086853,0.9463015198707581,0.9169723391532898
17,0.935552716255188,"""[tensor(0.9369, device='cuda:0'), tensor(0.9342, device='cuda:0')]""",0.16100110113620758,0.946834921836853,0.9178155064582825,0.9320618510246277,"""[tensor(0.9335, device='cuda:0'), tensor(0.9305, device='cuda:0')]""",0.1680704802274704,0.9450694918632507,0.9125602841377258
18,0.9362545013427734,"""[tensor(0.9376, device='cuda:0'), tensor(0.9349, device='cuda:0')]""",0.15973934531211853,0.947889506816864,0.9177367687225342,0.9328891634941101,"""[tensor(0.9343, device='cuda:0'), tensor(0.9315, device='cuda:0')]""",0.16718891263008118,0.9440949559211731,0.9161964058876038
19,0.9359482526779175,"""[tensor(0.9373, device='cuda:0'), tensor(0.9346, device='cuda:0')]""",0.15998955070972443,0.9487841725349426,0.9154240489006042,0.9344474673271179,"""[tensor(0.9358, device='cuda:0'), tensor(0.9331, device='cuda:0')]""",0.16419006884098053,0.9478325247764587,0.9140673279762268
20,0.936789870262146,"""[tensor(0.9381, device='cuda:0'), tensor(0.9354, device='cuda:0')]""",0.15864112973213196,0.9502543210983276,0.9141788482666016,0.9340242147445679,"""[tensor(0.9356, device='cuda:0'), tensor(0.9324, device='cuda:0')]""",0.1670701652765274,0.9473954439163208,0.9102131724357605
21,0.9373284578323364,"""[tensor(0.9386, device='cuda:0'), tensor(0.9360, device='cuda:0')]""",0.15732070803642273,0.9521519541740417,0.911910355091095,0.9362751245498657,"""[tensor(0.9375, device='cuda:0'), tensor(0.9350, device='cuda:0')]""",0.1603025645017624,0.9507163166999817,0.9119831323623657
22,0.9374458193778992,"""[tensor(0.9387, device='cuda:0'), tensor(0.9361, device='cuda:0')]""",0.15708376467227936,0.9526097774505615,0.9103677272796631,0.9333893656730652,"""[tensor(0.9342, device='cuda:0'), tensor(0.9326, device='cuda:0')]""",0.16761791706085205,0.9483378529548645,0.9083149433135986
23,0.9378670454025269,"""[tensor(0.9391, device='cuda:0'), tensor(0.9366, device='cuda:0')]""",0.1563176065683365,0.952116847038269,0.9122310876846313,0.9357492923736572,"""[tensor(0.9367, device='cuda:0'), tensor(0.9348, device='cuda:0')]""",0.16175027191638947,0.952032208442688,0.9060961008071899
24,0.9377617835998535,"""[tensor(0.9390, device='cuda:0'), tensor(0.9364, device='cuda:0')]""",0.15608958899974823,0.953680157661438,0.9083709120750427,0.9372755289077759,"""[tensor(0.9382, device='cuda:0'), tensor(0.9363, device='cuda:0')]""",0.15921270847320557,0.9540629386901855,0.9060832858085632
25,0.9380752444267273,"""[tensor(0.9393, device='cuda:0'), tensor(0.9368, device='cuda:0')]""",0.15528737008571625,0.9533806443214417,0.9092053771018982,0.9361340403556824,"""[tensor(0.9370, device='cuda:0'), tensor(0.9352, device='cuda:0')]""",0.1612580418586731,0.9515397548675537,0.9053650498390198
26,0.9382513165473938,"""[tensor(0.9395, device='cuda:0'), tensor(0.9369, device='cuda:0')]""",0.15484143793582916,0.9539418816566467,0.908938467502594,0.9359865784645081,"""[tensor(0.9369, device='cuda:0'), tensor(0.9351, device='cuda:0')]""",0.16047509014606476,0.9521508812904358,0.9060319662094116
27,0.9386178851127625,"""[tensor(0.9399, device='cuda:0'), tensor(0.9373, device='cuda:0')]""",0.15415143966674805,0.9546030759811401,0.9085831642150879,0.9358583092689514,"""[tensor(0.9364, device='cuda:0'), tensor(0.9353, device='cuda:0')]""",0.16123002767562866,0.9528141617774963,0.9054227471351624
28,0.9389386177062988,"""[tensor(0.9402, device='cuda:0'), tensor(0.9377, device='cuda:0')]""",0.1534145176410675,0.9562342762947083,0.9060148000717163,0.9376154541969299,"""[tensor(0.9388, device='cuda:0'), tensor(0.9364, device='cuda:0')]""",0.15878017246723175,0.9542505145072937,0.9054291248321533
29,0.9390190243721008,"""[tensor(0.9403, device='cuda:0'), tensor(0.9377, device='cuda:0')]""",0.15324413776397705,0.9573773741722107,0.9025895595550537,0.93776935338974,"""[tensor(0.9392, device='cuda:0'), tensor(0.9362, device='cuda:0')]""",0.1568264663219452,0.9556754231452942,0.9045441746711731
