epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
16,0.9363397359848022,"""[tensor(0.9376, device='cuda:0'), tensor(0.9350, device='cuda:0')]""",0.1564205437898636,0.9337747097015381,0.8946948051452637,0.917773962020874,"""[tensor(0.9225, device='cuda:0'), tensor(0.9125, device='cuda:0')]""",0.19844940304756165,0.9044116735458374,0.8863508105278015
17,0.9370302557945251,"""[tensor(0.9383, device='cuda:0'), tensor(0.9357, device='cuda:0')]""",0.15496796369552612,0.9331902861595154,0.8952510952949524,0.9347617030143738,"""[tensor(0.9365, device='cuda:0'), tensor(0.9329, device='cuda:0')]""",0.16112184524536133,0.9318375587463379,0.8901087641716003
18,0.9373742938041687,"""[tensor(0.9386, device='cuda:0'), tensor(0.9361, device='cuda:0')]""",0.15367546677589417,0.9333731532096863,0.899607241153717,0.9323825240135193,"""[tensor(0.9347, device='cuda:0'), tensor(0.9299, device='cuda:0')]""",0.16634982824325562,0.9277337193489075,0.8923404216766357
19,0.9380921721458435,"""[tensor(0.9393, device='cuda:0'), tensor(0.9368, device='cuda:0')]""",0.15242759883403778,0.9340675473213196,0.8971739411354065,0.9326454401016235,"""[tensor(0.9345, device='cuda:0'), tensor(0.9307, device='cuda:0')]""",0.17058005928993225,0.9357715249061584,0.8855491876602173
20,0.938548743724823,"""[tensor(0.9398, device='cuda:0'), tensor(0.9373, device='cuda:0')]""",0.1514621526002884,0.9338703155517578,0.9001787900924683,0.9348194003105164,"""[tensor(0.9364, device='cuda:0'), tensor(0.9332, device='cuda:0')]""",0.16417507827281952,0.9096788763999939,0.9371729493141174
21,0.9389691352844238,"""[tensor(0.9402, device='cuda:0'), tensor(0.9377, device='cuda:0')]""",0.15008677542209625,0.9334949254989624,0.9041587114334106,0.9361532926559448,"""[tensor(0.9367, device='cuda:0'), tensor(0.9356, device='cuda:0')]""",0.1602277010679245,0.9366858005523682,0.8945657014846802
22,0.9395535588264465,"""[tensor(0.9407, device='cuda:0'), tensor(0.9384, device='cuda:0')]""",0.14901165664196014,0.9333546161651611,0.9063307642936707,0.9336650967597961,"""[tensor(0.9343, device='cuda:0'), tensor(0.9330, device='cuda:0')]""",0.1644011288881302,0.9302139282226562,0.8854081034660339
23,0.9398011565208435,"""[tensor(0.9410, device='cuda:0'), tensor(0.9386, device='cuda:0')]""",0.14858093857765198,0.9334926605224609,0.906766414642334,0.9339408278465271,"""[tensor(0.9359, device='cuda:0'), tensor(0.9318, device='cuda:0')]""",0.16402077674865723,0.9261809587478638,0.9099245667457581
24,0.9402127265930176,"""[tensor(0.9414, device='cuda:0'), tensor(0.9390, device='cuda:0')]""",0.14701515436172485,0.9333153367042542,0.9062648415565491,0.9356274604797363,"""[tensor(0.9363, device='cuda:0'), tensor(0.9350, device='cuda:0')]""",0.16097527742385864,0.9268848299980164,0.9052367806434631
25,0.9407432675361633,"""[tensor(0.9419, device='cuda:0'), tensor(0.9396, device='cuda:0')]""",0.1461811512708664,0.933215320110321,0.90970778465271,0.9379873871803284,"""[tensor(0.9392, device='cuda:0'), tensor(0.9367, device='cuda:0')]""",0.15591515600681305,0.9313927292823792,0.8997601866722107
26,0.9411202669143677,"""[tensor(0.9422, device='cuda:0'), tensor(0.9400, device='cuda:0')]""",0.14555712044239044,0.9343404173851013,0.9082350730895996,0.9367368817329407,"""[tensor(0.9369, device='cuda:0'), tensor(0.9366, device='cuda:0')]""",0.15713146328926086,0.9347364902496338,0.9016776084899902
27,0.9413405656814575,"""[tensor(0.9425, device='cuda:0'), tensor(0.9402, device='cuda:0')]""",0.14480796456336975,0.9333837032318115,0.9111467003822327,0.9374871850013733,"""[tensor(0.9387, device='cuda:0'), tensor(0.9362, device='cuda:0')]""",0.15545278787612915,0.9276933670043945,0.9156641364097595
28,0.9418686628341675,"""[tensor(0.9430, device='cuda:0'), tensor(0.9407, device='cuda:0')]""",0.14388848841190338,0.9333452582359314,0.913837194442749,0.9376475214958191,"""[tensor(0.9381, device='cuda:0'), tensor(0.9371, device='cuda:0')]""",0.1561380922794342,0.9291276335716248,0.9083149433135986
29,0.9423333406448364,"""[tensor(0.9434, device='cuda:0'), tensor(0.9412, device='cuda:0')]""",0.1430208683013916,0.9341979622840881,0.9134007096290588,0.9364482760429382,"""[tensor(0.9366, device='cuda:0'), tensor(0.9363, device='cuda:0')]""",0.16027960181236267,0.9329535365104675,0.8811115026473999
